date,catalog_units,observed_articles,valid_momentum_articles,positive_velocity_articles,avg_article_velocity,median_article_velocity,avg_relative_velocity_pct,positive_velocity_share_pct
2019-06-11,42030.0,22805,22593.0,6196.0,-0.012254111576910632,0.0,-0.20611685245368622,27.42
2019-06-12,35569.0,22794,22582.0,6347.0,0.006360944873919808,0.0,0.11465545195294306,28.11
2019-06-13,76543.0,22823,22578.0,7154.0,0.03568581299115449,0.0,0.6616039577773881,31.69
2019-06-14,47066.0,22829,22618.0,7857.0,0.07175069161097945,0.0,1.3811312450492785,34.74
2019-06-15,45178.0,22824,22621.0,10462.0,0.2393730225391078,0.0,5.258959086383036,46.25
2019-06-16,33347.0,22793,22538.0,10769.0,0.31107462951459836,0.0,6.988402827565126,47.78
2019-06-17,48511.0,22850,22537.0,9705.0,0.13829005001299527,0.0,4.4899387769535215,43.06
2019-06-18,58581.0,22907,22524.0,9755.0,0.22044739579369277,0.0,4.7917181830693725,43.31
2019-06-19,99864.0,22943,22512.0,9718.0,0.24853094222763758,0.0,5.316502955462283,43.17
2019-06-20,89559.0,22907,22497.0,9093.0,0.25706602150128005,0.0,5.356560835291052,40.42
2019-06-21,81405.0,22925,22523.0,8219.0,0.21301082702760987,0.0,4.252116118589288,36.49
2019-06-22,84814.0,22935,22580.0,7121.0,0.058060230292294186,0.0,0.8815315287827076,31.54
2019-06-23,77900.0,22918,22601.0,6447.0,-0.0677024404735566,0.0,-1.6697941820303974,28.53
2019-06-24,92253.0,23002,22621.0,5879.0,-0.07245479863843295,0.0,-1.5463565232785719,25.99
2019-06-25,88894.0,23002,22644.0,4924.0,-0.11559038029626313,0.0,-2.339897905549506,21.75
2019-06-26,93288.0,23062,22672.0,4535.0,-0.1515588769029142,0.0,-3.0236126735623103,20.0
2019-06-27,79791.0,23108,22674.0,5333.0,-0.14875439458662504,0.0,-2.7267566372030725,23.52
2019-06-28,72634.0,23117,22752.0,5776.0,-0.15016890194896498,0.0,-2.595347246089197,25.39
2019-06-29,60911.0,23113,22761.0,5601.0,-0.15612545268535777,0.0,-2.8743420041839576,24.61
2019-06-30,57424.0,23122,22817.0,5179.0,-0.15791483793412175,0.0,-3.0264347551963,22.7
2019-07-01,70099.0,23196,22863.0,5031.0,-0.13667122799782586,0.0,-2.629704226053523,22.0
2019-07-02,67887.0,23222,22874.0,5856.0,-0.08535580009742826,0.0,-1.5488862867490365,25.6
2019-07-03,69000.0,23226,22879.0,5903.0,-0.07266176718512936,0.0,-1.3236522414080165,25.8
2019-07-04,56930.0,23225,22890.0,4944.0,-0.11376146788990812,0.0,-2.3288789916057007,21.6
2019-07-05,54328.0,23212,22960.0,4983.0,-0.1153838974614239,0.0,-2.3650563272298077,21.7
2019-07-06,54191.0,23198,22992.0,5788.0,-0.07670991152201984,0.0,-1.4961189254871958,25.17
2019-07-07,43168.0,23172,22981.0,6322.0,-0.03044751254141626,0.0,-0.5324348109297267,27.51
2019-07-08,50263.0,23201,22969.0,6027.0,-0.027325650099824034,0.0,-0.48831536669045406,26.24
2019-07-09,52555.0,23219,22959.0,5817.0,-0.03715007497837761,0.0,-0.8022324817746637,25.34
2019-07-10,61304.0,23245,22946.0,6230.0,-0.014873429542652916,0.0,-0.40594153168118025,27.15
2019-07-11,56437.0,23242,22934.0,6329.0,-0.0014202244951351075,0.0,-0.077512068121838,27.6
2019-07-12,47600.0,23252,22967.0,6198.0,-0.011609825277261163,0.0,-0.23847052503844202,26.99
2019-07-13,50732.0,23285,22982.0,6016.0,-0.02375772343573236,0.0,-0.5004261522380694,26.18
2019-07-14,43825.0,23294,22992.0,6213.0,-0.017937916293866145,0.0,-0.49405194063621877,27.02
2019-07-15,51417.0,23365,23006.0,6526.0,-0.0007730902497485198,0.0,-0.15478661911851588,28.37
2019-07-16,49995.0,23401,23022.0,6252.0,-0.012336026409521302,0.0,-0.2290045713192938,27.16
2019-07-17,58602.0,23432,23065.0,6046.0,-0.01365395930754693,0.0,-0.16121392456297126,26.21
2019-07-18,55916.0,23467,23096.0,6629.0,0.018426196249195913,0.0,0.5198046800206777,28.7
2019-07-19,50464.0,23490,23163.0,7252.0,0.049598805977513545,0.0,1.101928339402203,31.31
2019-07-20,46202.0,23506,23184.0,9232.0,0.22175391895888735,0.0,5.271416781390092,39.82
2019-07-21,46253.0,23502,23190.0,8730.0,0.20639746196020414,0.0,4.962214442504342,37.65
2019-07-22,57441.0,23539,23231.0,6519.0,0.031312839371037404,0.0,0.6863269796851402,28.06
2019-07-23,61842.0,23560,23240.0,6802.0,0.032653061224489764,0.0,0.653517760915026,29.27
2019-07-24,120584.0,23572,23246.0,6816.0,0.01804304273546297,0.0,0.32397723011768065,29.32
2019-07-25,62621.0,23573,23246.0,6213.0,-0.01933358734528834,0.0,-0.44897954868873236,26.73
2019-07-26,55421.0,23577,23262.0,5626.0,-0.060101084540083685,0.0,-1.253196856853967,24.19
2019-07-27,53303.0,23569,23282.0,4270.0,-0.25202793083559366,0.0,-5.80500447918922,18.34
2019-07-28,46545.0,23548,23276.0,4913.0,-0.25013809441975804,0.0,-5.6874220039552394,21.11
2019-07-29,52724.0,23601,23288.0,5991.0,-0.08936852824262645,0.0,-1.7490051137195342,25.73
2019-07-30,49241.0,23634,23289.0,5293.0,-0.09571655533268295,0.0,-1.9687042336392522,22.73
2019-07-31,53450.0,23645,23286.0,4812.0,-0.08952650887719132,0.0,-1.8651638296881299,20.66
2019-08-01,50762.0,23640,23291.0,4946.0,-0.07704999478645914,0.0,-1.5821748630926633,21.24
2019-08-02,40065.0,23637,23333.0,5913.0,-0.04405777225388946,0.0,-0.8336644206506444,25.34
2019-08-03,39045.0,23662,23364.0,5773.0,-0.04028175214615896,0.0,-0.9483159887601149,24.71
2019-08-04,33406.0,23642,23369.0,5412.0,-0.052450438003948816,0.0,-1.3530801315168712,23.16
2019-08-05,42866.0,23715,23362.0,5597.0,-0.032384702875243095,0.0,-0.8266683318419903,23.96
2019-08-06,46569.0,23744,23367.0,6166.0,-0.009326339343029526,0.0,-0.3214710515289078,26.39
2019-08-07,45279.0,23749,23377.0,6053.0,-0.007712097971754905,0.0,-0.3595836694199042,25.89
2019-08-08,44429.0,23757,23379.0,5386.0,-0.024405296572626328,0.0,-0.7316047738255226,23.04
2019-08-09,38173.0,23767,23451.0,5535.0,-0.026767058364858036,0.0,-0.7588124040518359,23.6
2019-08-10,39940.0,23782,23477.0,6509.0,0.004770626570686214,0.0,0.13977657388724837,27.73
2019-08-11,31795.0,23756,23458.0,7249.0,0.02863780860626287,0.0,0.8299577069081208,30.9
2019-08-12,38442.0,23825,23433.0,7256.0,0.027360681822338487,0.0,0.7961872164376632,30.96
2019-08-13,43974.0,23898,23401.0,6929.0,0.0163515600676406,0.0,0.574617868739526,29.61
2019-08-14,51471.0,23934,23379.0,7106.0,0.033354108998918414,0.0,1.0247253468689699,30.39
2019-08-15,50087.0,23934,23374.0,6900.0,0.02614015572858732,0.0,0.8465262042663326,29.52
2019-08-16,44125.0,23909,23406.0,5809.0,-0.02041295882618626,0.0,-0.37567790077220964,24.82
2019-08-17,41884.0,23858,23453.0,5058.0,-0.053684877353491034,0.0,-1.3548465921985173,21.57
2019-08-18,43710.0,23809,23493.0,4738.0,-0.07525949979021064,0.0,-1.949143994687835,20.17
2019-08-19,38298.0,23868,23505.0,4684.0,-0.07163217552496368,0.0,-1.850154450131198,19.93
2019-08-20,40021.0,23874,23510.0,4538.0,-0.06803487877498857,0.0,-1.7694190924447173,19.3
2019-08-21,40712.0,23893,23521.0,4205.0,-0.0878212175138318,0.0,-2.2677940783216815,17.88
2019-08-22,38974.0,23932,23523.0,4164.0,-0.0796302706773301,0.0,-2.0358387563822853,17.7
2019-08-23,34451.0,23935,23591.0,4622.0,-0.056886100631596465,0.0,-1.322758974741444,19.59
2019-08-24,31604.0,23935,23627.0,4681.0,-0.05661198749614535,0.0,-1.1858271063410988,19.81
2019-08-25,27419.0,23929,23659.0,5121.0,-0.03680870463067513,0.0,-0.7917751858235423,21.65
2019-08-26,30813.0,23958,23698.0,5423.0,-0.017741099309164177,0.0,-0.4483389797411995,22.88
2019-08-27,30752.0,23976,23717.0,5289.0,-0.018907474445696022,0.0,-0.45647870103565097,22.3
2019-08-28,33304.0,24012,23717.0,5468.0,-0.00360199736174774,0.0,-0.13848021347897352,23.06
2019-08-29,36624.0,24048,23720.0,5566.0,0.006528547337990861,0.0,0.0382307875631209,23.47
2019-08-30,33258.0,24051,23745.0,5296.0,0.0008663478025448933,0.0,-0.1326157178566549,22.3
2019-08-31,28637.0,24064,23766.0,5237.0,-0.0025817193830321742,0.0,-0.2102398326109615,22.04
2019-09-01,31690.0,24052,23805.0,5634.0,3.0005701083197567e-05,0.0,-0.1329344172963142,23.67
2019-09-02,31815.0,24101,23815.0,5894.0,0.010947482079121829,0.0,0.06410296080703362,24.75
2019-09-03,32804.0,24126,23805.0,6145.0,0.028778467908902653,0.0,0.40973711765710097,25.81
2019-09-04,33131.0,24143,23812.0,6222.0,0.026289265916344635,0.0,0.42234669144471176,26.13
2019-09-05,40994.0,24228,23809.0,5395.0,-0.0004410097022134443,0.0,-0.06542570578239845,22.66
2019-09-06,37065.0,24222,23865.0,5382.0,0.0027505911226841573,0.0,-0.06018878306275804,22.55
2019-09-07,37878.0,24229,23883.0,5572.0,0.007309443058720808,0.0,-0.008055944364677992,23.33
2019-09-08,34606.0,24215,23887.0,4839.0,-0.022504769480111864,0.0,-0.5695624338595446,20.26
2019-09-09,32119.0,24236,23962.0,4781.0,-0.03767274374903116,0.0,-0.8735827131002221,19.95
2019-09-10,36429.0,24264,23964.0,5084.0,-0.02617020769249117,0.0,-0.5735250922064865,21.22
2019-09-11,34709.0,24276,23958.0,4900.0,-0.03233933192610889,0.0,-0.7522264986656199,20.45
2019-09-12,34200.0,24311,23953.0,4956.0,-0.02328667449946628,0.0,-0.6056230565806627,20.69
2019-09-13,35355.0,24347,23983.0,5135.0,-0.01345000327613012,0.0,-0.3697755632923196,21.41
2019-09-14,34608.0,24363,23996.0,5338.0,-0.006498106827328348,0.0,-0.2308854180582313,22.25
2019-09-15,29983.0,24333,24000.0,5550.0,0.0013392857142857154,0.0,-0.08058928284874287,23.13
2019-09-16,32490.0,24379,24027.0,4912.0,-0.019504842766173813,0.0,-0.46621872033352846,20.44
2019-09-17,35603.0,24400,24045.0,3523.0,-0.06331877729257597,0.0,-1.3470249896515472,14.65
2019-09-18,37528.0,24428,24080.0,4107.0,-0.042094803037494084,0.0,-0.924029042979709,17.06
2019-09-19,35261.0,24460,24086.0,5285.0,-0.0005575260079951638,0.0,-0.08405624847488119,21.94
2019-09-20,30412.0,24472,24139.0,5198.0,-0.006865002100927367,0.0,-0.17647244195124384,21.53
2019-09-21,19792.0,24452,24150.0,5476.0,-0.0011209701271813022,0.0,-0.03569247298525045,22.67
2019-09-22,32594.0,24462,24185.0,5571.0,0.000572964352166335,0.0,0.013502649685781092,23.03
2019-09-23,32714.0,24480,24222.0,5777.0,0.007463698880592597,0.0,0.15798144779003798,23.85
2019-09-24,35471.0,24487,24228.0,11945.0,0.4983342767518023,0.0,9.476668784990308,49.3
2019-09-25,39744.0,24473,24173.0,11576.0,0.5050174043058591,0.0,9.631574275168923,47.89
2019-09-26,35318.0,24486,24187.0,5612.0,0.003567441778050774,0.0,0.13197161567283516,23.2
2019-09-27,34377.0,24476,24207.0,5631.0,-0.003416957314590227,0.0,-0.046566245677653266,23.26
2019-09-28,191378.0,24558,24201.0,7462.0,0.06258596161905909,0.0,1.7414687017643689,30.83
2019-09-29,38280.0,24478,24170.0,7777.0,0.09255570660204465,0.0,2.632175954929806,32.18
2019-09-30,30535.0,24504,24156.0,6942.0,0.05337035459986259,0.0,1.542643412240982,28.74
2019-10-01,38931.0,24507,24142.0,3047.0,-0.42122501390581674,0.0,-7.5766271199349395,12.62
2019-10-02,60412.0,24491,24236.0,3138.0,-0.4402983754980743,0.0,-7.916518186738746,12.95
2019-10-03,48536.0,24467,24217.0,6244.0,0.020443136167627232,0.0,0.8530422131610216,25.78
2019-10-04,41806.0,24440,24236.0,5756.0,0.006430811307853733,0.0,0.45737958602857565,23.75
2019-10-05,41444.0,24423,24224.0,4815.0,-0.06758055765238681,0.0,-1.3891286857804275,19.88
2019-10-06,40374.0,24396,24203.0,4536.0,-0.09542500634514003,0.0,-2.2490854368152564,18.74
2019-10-07,37480.0,24455,24191.0,4395.0,-0.07267460743960236,0.0,-1.644611358071947,18.17
2019-10-08,36168.0,24481,24181.0,4493.0,-0.05539768531373488,0.0,-1.2156758826905114,18.58
2019-10-09,42557.0,24491,24165.0,4708.0,-0.051281369158463985,0.0,-1.17557928072448,19.48
2019-10-10,36687.0,24491,24142.0,4672.0,-0.05403742144691514,0.0,-1.1919928140946021,19.35
2019-10-11,31559.0,24487,24201.0,5042.0,-0.03570690703453821,0.0,-0.7128093088066924,20.83
2019-10-12,35410.0,24480,24225.0,5165.0,-0.03392304290137104,0.0,-0.7494271111060952,21.32
2019-10-13,31843.0,24466,24229.0,4806.0,-0.042985678319369454,0.0,-1.0098564547900892,19.84
2019-10-14,30674.0,24495,24228.0,4464.0,-0.03452027170452128,0.0,-0.839155613880817,18.42
2019-10-15,32996.0,24528,24222.0,4538.0,-0.029984547695719448,0.0,-0.7673161566181629,18.74
2019-10-16,36100.0,24533,24200.0,4365.0,-0.03649645808736726,0.0,-0.9389654906039447,18.04
2019-10-17,30538.0,24547,24207.0,4528.0,-0.026255687552006864,0.0,-0.7539586404439952,18.71
2019-10-18,28111.0,24574,24237.0,5114.0,-0.008019026400014138,0.0,-0.3375679497239882,21.1
2019-10-19,31334.0,24581,24250.0,5214.0,-0.009157584683357861,0.0,-0.38467033616382346,21.5
2019-10-20,26835.0,24552,24248.0,5476.0,0.0043302540415704385,0.0,-0.0808259454705829,22.58
2019-10-21,30485.0,24590,24255.0,6185.0,0.0304973937626999,0.0,0.5209982655160111,25.5
2019-10-22,34037.0,24601,24252.0,5967.0,0.02231332909215143,0.0,0.3673555535417259,24.6
2019-10-23,35552.0,24588,24259.0,5708.0,0.015125461537102595,0.0,0.21492946149221004,23.53
2019-10-24,36289.0,24601,24250.0,5233.0,0.0019027982326951377,0.0,-0.052695302187685034,21.58
2019-10-25,35865.0,24613,24269.0,4432.0,-0.027533655515855144,0.0,-0.6258858712843559,18.26
2019-10-26,33487.0,24582,24284.0,4628.0,-0.029649151704826213,0.0,-0.6617233168449499,19.06
2019-10-27,32073.0,24569,24277.0,4774.0,-0.027986512807536865,0.0,-0.5817372502010496,19.66
2019-10-28,28498.0,24633,24300.0,4615.0,-0.03341269841269841,0.0,-0.6495211366615395,18.99
2019-10-29,29080.0,24633,24320.0,4953.0,-0.018805803571428605,0.0,-0.33410825991722226,20.37
2019-10-30,32932.0,24635,24317.0,8062.0,0.1296124404443688,0.0,2.681594499873266,33.15
2019-10-31,31771.0,24649,24309.0,7919.0,0.12476860422065938,0.0,2.6000800233687897,32.58
2019-11-01,31130.0,24644,24378.0,5074.0,-0.014295676429567642,0.0,-0.19129878228799263,20.81
2019-11-02,33823.0,24626,24386.0,4845.0,-0.023277407411746803,0.0,-0.36674914688048893,19.87
2019-11-03,80730.0,24602,24379.0,4568.0,-0.03173691643276127,0.0,-0.5687384766026508,18.74
2019-11-04,26878.0,24619,24397.0,4760.0,-0.022874592309358913,0.0,-0.41979225106435103,19.51
2019-11-05,27206.0,24621,24353.0,4840.0,-0.02117368936651983,0.0,-0.4089524058555422,19.87
2019-11-06,28400.0,24632,24327.0,2863.0,-0.1824281075113493,0.0,-3.662876498381101,11.77
2019-11-07,27171.0,24627,24329.0,3374.0,-0.13790420603277706,0.0,-2.7670725796639326,13.87
2019-11-08,29474.0,24618,24349.0,5641.0,0.02096888695927671,0.0,0.4099179319536081,23.17
2019-11-09,29885.0,24561,24352.0,4530.0,-0.019810634503472944,0.0,-0.37236891674737566,18.6
2019-11-10,24241.0,24515,24362.0,4908.0,-0.009549415365850814,0.0,-0.18539947666182455,20.15
2019-11-11,39374.0,24519,24342.0,4841.0,-0.010161742784370325,0.0,-0.2079308810304789,19.89
2019-11-12,24049.0,24533,24329.0,4918.0,-0.009932297140978125,0.0,-0.18298266478346137,20.21
2019-11-13,26417.0,24533,24288.0,5164.0,-0.0024409467344249955,0.0,0.0010369790293449704,21.26
2019-11-14,27125.0,24523,24261.0,3966.0,-0.05110200380387092,0.0,-0.9461990402730491,16.35
2019-11-15,27170.0,24496,24258.0,3835.0,-0.05091103965702038,0.0,-0.9649757085600478,15.81
2019-11-16,29904.0,24476,24275.0,5050.0,0.0015948212446667675,0.0,0.07031421788231024,20.8
2019-11-17,24686.0,24432,24282.0,5128.0,-0.0001823808347159022,0.0,0.06195975057159914,21.12
2019-11-18,22863.0,24427,24271.0,5178.0,0.0016774869479743583,0.0,0.0887022287202676,21.33
2019-11-19,24512.0,24432,24246.0,5224.0,0.0011224237282143666,0.0,0.08069613498313634,21.55
2019-11-20,27503.0,24432,24220.0,5073.0,-0.0035920726672171678,0.0,-0.06386667719115148,20.95
2019-11-21,27127.0,24448,24203.0,5353.0,0.03793803601678657,0.0,0.4920846504601672,22.12
2019-11-22,28942.0,24460,24203.0,5742.0,0.0707055205671078,0.0,1.024731295085099,23.72
2019-11-23,29921.0,24457,24210.0,5626.0,0.042845341358352516,0.0,0.7158394487082608,23.24
2019-11-24,24751.0,24419,24204.0,9630.0,0.22313903250938597,0.0,4.586017448053256,39.79
2019-11-25,36719.0,24425,24164.0,12307.0,0.5695396930498658,0.07142857142857142,11.541114930253569,50.93
2019-11-26,35732.0,24426,24123.0,11341.0,0.45065764149211124,0.0,9.21861586485845,47.01
2019-11-27,32071.0,24449,24137.0,7846.0,0.20924898939979603,0.0,4.2792456984836384,32.51
2019-11-28,101867.0,24509,24125.0,5804.0,0.17688230940044414,0.0,3.650002118239616,24.06
2019-11-29,154728.0,24502,24130.0,4861.0,0.010431590787993581,0.0,0.5988939584378629,20.15
2019-11-30,62385.0,24455,24131.0,3848.0,-0.07966042494242674,0.0,-1.3487423048163736,15.95
2019-12-01,65929.0,24517,24151.0,1923.0,-0.27565554812873877,0.0,-5.5080234389997695,7.96
2019-12-02,58729.0,24590,24219.0,1097.0,-0.6355458819226821,-0.07142857142857142,-12.778371167697735,4.53
2019-12-03,21956.0,24627,24261.0,1504.0,-0.5023553380793341,0.0,-10.258998415731234,6.2
2019-12-04,23896.0,24635,24274.0,2866.0,-0.24414717687355125,0.0,-4.992001693809247,11.81
2019-12-05,21452.0,24675,24343.0,3634.0,-0.23765705600319303,0.0,-4.636343475697405,14.93
2019-12-06,23450.0,24700,24422.0,4521.0,-0.0925775354773798,0.0,-1.8108633017068687,18.51
2019-12-07,26912.0,24734,24459.0,5804.0,0.02574570856184986,0.0,0.5286887755362938,23.73
2019-12-08,22277.0,24726,24454.0,6004.0,0.03502202385820614,0.0,0.7195424780867641,24.55
2019-12-09,23850.0,24750,24497.0,5800.0,0.02977624082249149,0.0,0.638355930982759,23.68
2019-12-10,27011.0,24800,24518.0,5510.0,0.015536690245067764,0.0,0.39496461624784046,22.47
2019-12-11,29967.0,24859,24545.0,5631.0,0.01753630358234148,0.0,0.44747451388918563,22.94
2019-12-12,30072.0,24883,24533.0,5923.0,0.02037488863396827,0.0,0.5389939603122971,24.14
2019-12-13,27639.0,24908,24554.0,6094.0,0.022277429339415195,0.0,0.6063938252524907,24.82
2019-12-14,30646.0,24930,24573.0,7564.0,0.10616181523274668,0.0,2.4036708168920327,30.78
2019-12-15,27229.0,24926,24585.0,7908.0,0.1525843284232552,0.0,3.4581714855423096,32.17
2019-12-16,28541.0,24941,24587.0,7709.0,0.12149568006321611,0.0,2.843161833061082,31.35
2019-12-17,32330.0,24968,24557.0,7896.0,0.12687682883553758,0.0,2.970826462076616,32.15
2019-12-18,63236.0,24968,24543.0,7918.0,0.1117106419636677,0.0,2.6374315496130234,32.26
2019-12-19,51065.0,24945,24518.0,7959.0,0.1038712083250795,0.0,2.4910174494214767,32.46
2019-12-20,50110.0,24926,24470.0,7106.0,0.06521104559518932,0.0,1.6512234050632968,29.04
2019-12-21,53390.0,24885,24472.0,2868.0,-0.1376237565964611,0.0,-2.91612189620253,11.72
2019-12-22,44505.0,24832,24509.0,1538.0,-0.23919784568934055,0.0,-5.210410148422538,6.28
2019-12-23,48687.0,24816,24539.0,4151.0,-0.12637608937376615,0.0,-2.7500988344260042,16.92
2019-12-24,36044.0,24764,24330.0,5696.0,-0.08124302742058619,0.0,-1.8460595845714138,23.41
2019-12-25,13238.0,24729,24175.0,5192.0,-0.08147141379819768,0.0,-1.9180218778316427,21.48
2019-12-26,19523.0,24739,24082.0,4724.0,-0.08010428654478129,0.0,-1.9415332166219421,19.62
2019-12-27,38957.0,24739,24055.0,4042.0,-0.08294978768892679,0.0,-1.997557865906599,16.8
2019-12-28,37903.0,24510,24037.0,3911.0,-0.040889343214924635,0.0,-0.947259698724832,16.27
2019-12-29,33501.0,24333,24037.0,7254.0,0.06496234971086201,0.0,1.3835285932036867,30.18
2019-12-30,33614.0,24271,23972.0,7459.0,0.08354091678386677,0.0,1.7011203203168828,31.12
2019-12-31,23516.0,24238,23904.0,6217.0,0.027930173073245343,0.0,0.5143220278228171,26.01
2020-01-01,12313.0,24206,23855.0,5787.0,0.011542952959846685,0.0,0.18571162763101243,24.26
2020-01-02,42941.0,24230,23817.0,4789.0,-0.01813230645577307,0.0,-0.5195183838207154,20.11
2020-01-03,44335.0,24202,23821.0,5029.0,-0.0034873191121879343,0.0,-0.2773707634831881,21.11
2020-01-04,42678.0,24144,23816.0,7294.0,0.08557872258745564,0.0,1.7384997970468494,30.63
2020-01-05,33457.0,24102,23800.0,6483.0,0.046404561824729976,0.0,0.9856109647155934,27.24
2020-01-06,28415.0,24089,23801.0,4528.0,-0.06395889728522773,0.0,-1.4202297505592347,19.02
2020-01-07,28266.0,24119,23810.0,4582.0,-0.06715365692686111,0.0,-1.4850916920103807,19.24
2020-01-08,37337.0,24191,23800.0,5092.0,-0.035219087635053985,0.0,-0.7710233177111715,21.39
2020-01-09,35424.0,24229,23797.0,5261.0,-0.006333331332280762,0.0,-0.1177684918073886,22.11
2020-01-10,33337.0,24263,23806.0,5377.0,0.0011761740737629138,0.0,0.03372107729134641,22.59
2020-01-11,34706.0,24277,23828.0,5067.0,-0.020279263291685667,0.0,-0.5256631337223591,21.26
2020-01-12,33528.0,24261,23897.0,4947.0,-0.03296289432624541,0.0,-0.8630058915708826,20.7
2020-01-13,30305.0,24290,23935.0,5141.0,-0.02587663015906176,0.0,-0.6165116652915563,21.48
2020-01-14,31124.0,24319,23971.0,5234.0,-0.023328784185652953,0.0,-0.4864135239059023,21.83
2020-01-15,31934.0,24315,23979.0,4958.0,-0.028259846413230674,0.0,-0.5943557730562578,20.68
2020-01-16,32795.0,24346,23979.0,4828.0,-0.02922199781952074,0.0,-0.5995955069393545,20.13
2020-01-17,30158.0,24365,24003.0,4640.0,-0.030856262014867256,0.0,-0.5951791867806216,19.33
2020-01-18,32725.0,24377,24043.0,5039.0,-0.022269624066404915,0.0,-0.36831738800705366,20.96
2020-01-19,28756.0,24346,24066.0,5915.0,0.0012762522111811597,0.0,0.13027249536998362,24.58
2020-01-20,28064.0,24356,24096.0,6418.0,0.02114458831341304,0.0,0.4978153659447073,26.64
2020-01-21,24717.0,24364,24087.0,6992.0,0.04167630434911551,0.0,0.8510945796280308,29.03
2020-01-22,32817.0,24417,24067.0,7343.0,0.05745567433771175,0.0,1.2153438683243796,30.51
2020-01-23,34974.0,24467,24055.0,6959.0,0.04870386317070986,0.0,1.039845253199341,28.93
2020-01-24,37596.0,24475,24063.0,6494.0,0.033905046871011195,0.0,0.672301768064323,26.99
2020-01-25,41702.0,24462,24079.0,6313.0,0.023915326336523296,0.0,0.4640730101230051,26.22
2020-01-26,41912.0,24419,24100.0,5732.0,0.0003023117960877272,0.0,-0.06134302700794193,23.78
2020-01-27,34140.0,24442,24132.0,5093.0,-0.018552721934124303,0.0,-0.5012174595538745,21.1
2020-01-28,32376.0,24467,24142.0,4755.0,-0.03256328627051841,0.0,-0.8063031229893998,19.7
2020-01-29,35629.0,24503,24158.0,4239.0,-0.056905136423308265,0.0,-1.3588054999898223,17.55
2020-01-30,34799.0,24516,24170.0,4158.0,-0.0520745906968495,0.0,-1.2189995046483342,17.2
2020-01-31,33942.0,24538,24201.0,4588.0,-0.024246341650581208,0.0,-0.5688308707677612,18.96
2020-02-01,36672.0,24570,24226.0,5005.0,-0.017215860173839238,0.0,-0.41889275382787994,20.66
2020-02-02,30186.0,24557,24243.0,6871.0,0.004776047283162732,0.0,0.025233173000088222,28.34
2020-02-03,30768.0,24591,24122.0,7826.0,0.01553116893884669,0.0,0.2409967212008879,32.44
2020-02-04,29851.0,24619,23995.0,7323.0,0.004155627660524522,0.0,0.0899589282325394,30.52
2020-02-05,34864.0,24666,23955.0,7048.0,0.0031278886006500337,0.0,0.13654497292390969,29.42
2020-02-06,39796.0,24693,23885.0,6161.0,-0.005143694488471547,0.0,-0.0491733229385147,25.79
2020-02-07,36905.0,24580,23881.0,5655.0,-0.010262192896923497,0.0,-0.19470935157392819,23.68
2020-02-08,37804.0,24431,23876.0,5176.0,-0.025231553502620636,0.0,-0.5190790015243087,21.68
2020-02-09,32519.0,24338,23900.0,5051.0,-0.04455469216975496,0.0,-0.865011357500313,21.13
2020-02-10,29210.0,24315,23867.0,5258.0,-0.04262310781772819,0.0,-0.7450326690183681,22.03
2020-02-11,30423.0,24341,23848.0,5523.0,-0.02960715483778229,0.0,-0.5076478508382554,23.16
2020-02-12,28493.0,24343,23793.0,5672.0,-0.01620224435758422,0.0,-0.323613529538421,23.84
2020-02-13,33901.0,24339,23753.0,5772.0,-0.005289557409289661,0.0,-0.11387078104239692,24.3
2020-02-14,30993.0,24259,23766.0,6216.0,0.0037959389764489473,0.0,0.12789210610640275,26.16
2020-02-15,36025.0,24198,23783.0,5829.0,-0.007367207068674523,0.0,-0.12259960038706788,24.51
2020-02-16,31594.0,24120,23749.0,6108.0,-0.003973099619232081,0.0,-0.04225235154972426,25.72
2020-02-17,31291.0,24100,23640.0,6455.0,0.009771573604060918,0.0,0.24688280552953662,27.31
2020-02-18,31812.0,24065,23581.0,5794.0,-0.006212628811331142,0.0,-0.15000603191941903,24.57
2020-02-19,25939.0,24026,23531.0,5231.0,-0.02277239143500676,0.0,-0.4755105967898236,22.23
2020-02-20,36961.0,24007,23491.0,5089.0,-0.01924445228263715,0.0,-0.40420749795034133,21.66
2020-02-21,33342.0,23918,23464.0,5567.0,-0.003820442258048792,0.0,-0.14359658716932228,23.73
2020-02-22,33136.0,23880,23408.0,6624.0,0.03417634996582375,0.0,0.6477118426327346,28.3
2020-02-23,28796.0,23824,23347.0,6816.0,0.037065025179129865,0.0,0.6871435996890168,29.19
2020-02-24,29761.0,23811,23337.0,6051.0,0.00482067103740841,0.0,0.00458134909731652,25.93
2020-02-25,33851.0,23810,23346.0,6293.0,0.013009264358531926,0.0,0.21377596545501573,26.96
2020-02-26,37389.0,23798,23298.0,6701.0,0.02910734213850358,0.0,0.5167996964163339,28.76
2020-02-27,39657.0,23774,23266.0,5961.0,0.013428546867900437,0.0,0.2312925581243439,25.62
2020-02-28,34500.0,23724,23279.0,5624.0,-0.0017397654538425197,0.0,-0.03487199173024375,24.16
2020-02-29,38333.0,23750,23265.0,6748.0,0.05094716158545934,0.0,1.4109055094902472,29.0
2020-03-01,35681.0,23688,23239.0,6695.0,0.06034191291732503,0.0,1.845243473043575,28.81
2020-03-02,29940.0,23661,23212.0,6222.0,0.020180448536471243,0.0,0.8134019154328965,26.81
